home_buildUpPlaySpeed,home_buildUpPlayDribbling,home_buildUpPlayPassing,home_chanceCreationPassing,home_chanceCreationCrossing,home_chanceCreationShooting,home_defencePressure,home_defenceAggression,home_defenceTeamWidth,away_buildUpPlaySpeed,away_buildUpPlayDribbling,away_buildUpPlayPassing,away_chanceCreationPassing,away_chanceCreationCrossing,away_chanceCreationShooting,away_defencePressure,away_defenceAggression,away_defenceTeamWidth,home_win_percentage,away_win_percentage,home_avg_goal_diff,away_avg_goal_diff,home_buildUpPlaySpeedClass_Fast,home_buildUpPlaySpeedClass_Slow,home_buildUpPlayDribblingClass_Lots,home_buildUpPlayDribblingClass_Normal,home_buildUpPlayPassingClass_Mixed,home_buildUpPlayPassingClass_Short,home_buildUpPlayPositioningClass_Organised,home_chanceCreationPassingClass_Risky,home_chanceCreationPassingClass_Safe,home_chanceCreationCrossingClass_Lots,home_chanceCreationCrossingClass_Normal,home_chanceCreationShootingClass_Lots,home_chanceCreationShootingClass_Normal,home_chanceCreationPositioningClass_Organised,home_defencePressureClass_High,home_defencePressureClass_Medium,home_defenceAggressionClass_Double,home_defenceAggressionClass_Press,home_defenceTeamWidthClass_Normal,home_defenceTeamWidthClass_Wide,home_defenceDefenderLineClass_Offside Trap,away_buildUpPlaySpeedClass_Fast,away_buildUpPlaySpeedClass_Slow,away_buildUpPlayDribblingClass_Lots,away_buildUpPlayDribblingClass_Normal,away_buildUpPlayPassingClass_Mixed,away_buildUpPlayPassingClass_Short,away_buildUpPlayPositioningClass_Organised,away_chanceCreationPassingClass_Risky,away_chanceCreationPassingClass_Safe,away_chanceCreationCrossingClass_Lots,away_chanceCreationCrossingClass_Normal,away_chanceCreationShootingClass_Lots,away_chanceCreationShootingClass_Normal,away_chanceCreationPositioningClass_Organised,away_defencePressureClass_High,away_defencePressureClass_Medium,away_defenceAggressionClass_Double,away_defenceAggressionClass_Press,away_defenceTeamWidthClass_Normal,away_defenceTeamWidthClass_Wide,away_defenceDefenderLineClass_Offside Trap,stat_diff,chance_creation_diff,goal_difference,win_percentage_diff,result
67.0,55.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0,64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,0.5166666666666667,0.3611111111111111,0.675,-0.21666666666666667,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-13.0,-8.0,0.8916666666666667,0.1555555555555556,2
38.0,54.0,38.0,53.0,27.0,66.0,57.0,56.0,49.0,62.0,48.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0,0.3625,0.325,-0.11666666666666667,-0.07083333333333333,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-14.0,3.0,-0.04583333333333334,0.03749999999999998,0
54.0,51.0,40.0,67.0,49.0,52.0,44.0,47.0,52.0,73.0,69.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0,0.31666666666666665,0.32857142857142857,-0.23333333333333334,-0.18095238095238095,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-10.0,3.0,-0.05238095238095239,-0.011904761904761918,2
47.0,53.0,34.0,38.0,36.0,68.0,37.0,37.0,39.0,53.0,48.0,38.0,66.0,65.0,50.0,43.0,44.0,49.0,0.37083333333333335,0.38333333333333336,0.12916666666666668,-0.05,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-4.0,-28.0,0.1791666666666667,-0.012500000000000011,2
72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,50.0,48.0,36.0,52.0,36.0,52.0,50.0,60.0,47.0,0.28,0.35,-0.30666666666666664,0.058333333333333334,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,30.0,14.0,-0.365,-0.06999999999999995,1
54.0,51.0,40.0,67.0,49.0,52.0,44.0,47.0,52.0,53.0,48.0,38.0,66.0,65.0,50.0,43.0,44.0,49.0,0.31666666666666665,0.38333333333333336,-0.23333333333333334,-0.05,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,2.0,1.0,-0.18333333333333335,-0.06666666666666671,0
37.0,50.0,38.0,66.0,66.0,33.0,59.0,34.0,64.0,47.0,52.0,36.0,36.0,53.0,66.0,60.0,66.0,53.0,0.2904761904761905,0.45,-0.2761904761904762,0.4041666666666667,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,2.0,30.0,-0.6803571428571429,-0.1595238095238095,2
54.0,51.0,36.0,52.0,51.0,64.0,47.0,46.0,66.0,67.0,55.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0,0.5708333333333333,0.5166666666666667,0.8541666666666666,0.675,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,-18.0,-4.0,0.17916666666666659,0.054166666666666585,0
38.0,54.0,38.0,53.0,27.0,66.0,57.0,56.0,49.0,72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,0.3625,0.28,-0.11666666666666667,-0.30666666666666664,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-28.0,-13.0,0.18999999999999997,0.08249999999999996,2
73.0,69.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0,64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,0.32857142857142857,0.3611111111111111,-0.18095238095238095,-0.21666666666666667,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-17.0,0.0,0.035714285714285726,-0.032539682539682535,2
64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,54.0,51.0,36.0,52.0,51.0,64.0,47.0,46.0,66.0,0.3611111111111111,0.5708333333333333,-0.21666666666666667,0.8541666666666666,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,31.0,12.0,-1.0708333333333333,-0.2097222222222222,2
47.0,52.0,36.0,36.0,53.0,66.0,60.0,66.0,53.0,38.0,54.0,38.0,53.0,27.0,66.0,57.0,56.0,49.0,0.45,0.3625,0.4041666666666667,-0.11666666666666667,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,-2.0,-17.0,0.5208333333333334,0.08750000000000002,1
62.0,48.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0,37.0,50.0,38.0,66.0,66.0,33.0,59.0,34.0,64.0,0.325,0.2904761904761905,-0.07083333333333333,-0.2761904761904762,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,14.0,-16.0,0.20535714285714288,0.03452380952380951,2
50.0,48.0,36.0,52.0,36.0,52.0,50.0,60.0,47.0,54.0,51.0,40.0,67.0,49.0,52.0,44.0,47.0,52.0,0.35,0.31666666666666665,0.058333333333333334,-0.23333333333333334,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,-4.0,-15.0,0.2916666666666667,0.033333333333333326,2
72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,47.0,53.0,34.0,38.0,36.0,68.0,37.0,37.0,39.0,0.28,0.37083333333333335,-0.30666666666666664,0.12916666666666668,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,32.0,28.0,-0.4358333333333333,-0.09083333333333332,0
37.0,50.0,38.0,66.0,66.0,33.0,59.0,34.0,64.0,53.0,48.0,38.0,66.0,65.0,50.0,43.0,44.0,49.0,0.2904761904761905,0.38333333333333336,-0.2761904761904762,-0.05,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,0.0,0.0,-0.22619047619047622,-0.09285714285714286,2
54.0,51.0,36.0,52.0,51.0,64.0,47.0,46.0,66.0,62.0,48.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0,0.5708333333333333,0.325,0.8541666666666666,-0.07083333333333333,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-16.0,2.0,0.9249999999999999,0.2458333333333333,2
38.0,54.0,38.0,53.0,27.0,66.0,57.0,56.0,49.0,50.0,48.0,36.0,52.0,36.0,52.0,50.0,60.0,47.0,0.3625,0.35,-0.11666666666666667,0.058333333333333334,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,2.0,1.0,-0.175,0.012500000000000011,2
73.0,69.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0,67.0,55.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0,0.32857142857142857,0.5166666666666667,-0.18095238095238095,0.675,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,-4.0,8.0,-0.855952380952381,-0.18809523809523815,0
47.0,53.0,34.0,38.0,36.0,68.0,37.0,37.0,39.0,64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,0.37083333333333335,0.3611111111111111,0.12916666666666668,-0.21666666666666667,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-33.0,-26.0,0.3458333333333333,0.009722222222222243,2
64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,38.0,54.0,38.0,53.0,27.0,66.0,57.0,56.0,49.0,0.3611111111111111,0.3625,-0.21666666666666667,-0.11666666666666667,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,29.0,11.0,-0.1,-0.001388888888888884,1
47.0,52.0,36.0,36.0,53.0,66.0,60.0,66.0,53.0,72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,0.45,0.28,0.4041666666666667,-0.30666666666666664,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-30.0,-30.0,0.7108333333333333,0.16999999999999998,2
62.0,48.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0,47.0,53.0,34.0,38.0,36.0,68.0,37.0,37.0,39.0,0.325,0.37083333333333335,-0.07083333333333333,0.12916666666666668,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,18.0,12.0,-0.2,-0.04583333333333334,1
53.0,48.0,38.0,66.0,65.0,50.0,43.0,44.0,49.0,73.0,69.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0,0.38333333333333336,0.32857142857142857,-0.05,-0.18095238095238095,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-12.0,2.0,0.13095238095238093,0.05476190476190479,1
50.0,48.0,36.0,52.0,36.0,52.0,50.0,60.0,47.0,37.0,50.0,38.0,66.0,66.0,33.0,59.0,34.0,64.0,0.35,0.2904761904761905,0.058333333333333334,-0.2761904761904762,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,-2.0,-14.0,0.33452380952380956,0.05952380952380948,2
54.0,51.0,40.0,67.0,49.0,52.0,44.0,47.0,52.0,54.0,51.0,36.0,52.0,51.0,64.0,47.0,46.0,66.0,0.31666666666666665,0.5708333333333333,-0.23333333333333334,0.8541666666666666,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,4.0,15.0,-1.0875,-0.25416666666666665,1
37.0,50.0,38.0,66.0,66.0,33.0,59.0,34.0,64.0,54.0,51.0,40.0,67.0,49.0,52.0,44.0,47.0,52.0,0.2904761904761905,0.31666666666666665,-0.2761904761904762,-0.23333333333333334,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,-2.0,-1.0,-0.04285714285714287,-0.026190476190476153,2
54.0,51.0,36.0,52.0,51.0,64.0,47.0,46.0,66.0,53.0,48.0,38.0,66.0,65.0,50.0,43.0,44.0,49.0,0.5708333333333333,0.38333333333333336,0.8541666666666666,-0.05,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-2.0,-14.0,0.9041666666666667,0.18749999999999994,2
73.0,69.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0,47.0,52.0,36.0,36.0,53.0,66.0,60.0,66.0,53.0,0.32857142857142857,0.45,-0.18095238095238095,0.4041666666666667,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,14.0,28.0,-0.5851190476190476,-0.12142857142857144,2
47.0,53.0,34.0,38.0,36.0,68.0,37.0,37.0,39.0,67.0,55.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0,0.37083333333333335,0.5166666666666667,0.12916666666666668,0.675,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,-20.0,-18.0,-0.5458333333333334,-0.14583333333333337,0
72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,0.28,0.3611111111111111,-0.30666666666666664,-0.21666666666666667,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-1.0,2.0,-0.08999999999999997,-0.08111111111111108,1
47.0,52.0,36.0,36.0,53.0,66.0,60.0,66.0,53.0,47.0,53.0,34.0,38.0,36.0,68.0,37.0,37.0,39.0,0.45,0.37083333333333335,0.4041666666666667,0.12916666666666668,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,2.0,-2.0,0.275,0.07916666666666666,0
67.0,55.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0,72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,0.5166666666666667,0.28,0.675,-0.30666666666666664,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-12.0,-10.0,0.9816666666666667,0.2366666666666667,0
62.0,48.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0,73.0,69.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0,0.325,0.32857142857142857,-0.07083333333333333,-0.18095238095238095,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,2.0,-14.0,0.11011904761904762,-0.0035714285714285587,1
50.0,48.0,36.0,52.0,36.0,52.0,50.0,60.0,47.0,54.0,51.0,36.0,52.0,51.0,64.0,47.0,46.0,66.0,0.35,0.5708333333333333,0.058333333333333334,0.8541666666666666,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,0.0,0.0,-0.7958333333333333,-0.22083333333333333,2
53.0,48.0,38.0,66.0,65.0,50.0,43.0,44.0,49.0,38.0,54.0,38.0,53.0,27.0,66.0,57.0,56.0,49.0,0.38333333333333336,0.3625,-0.05,-0.11666666666666667,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,0.0,13.0,0.06666666666666667,0.02083333333333337,2
64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,67.0,55.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0,0.3611111111111111,0.5166666666666667,-0.21666666666666667,0.675,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,13.0,8.0,-0.8916666666666667,-0.1555555555555556,2
62.0,48.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0,38.0,54.0,38.0,53.0,27.0,66.0,57.0,56.0,49.0,0.325,0.3625,-0.07083333333333333,-0.11666666666666667,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,14.0,-3.0,0.04583333333333334,-0.03749999999999998,0
73.0,69.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0,54.0,51.0,40.0,67.0,49.0,52.0,44.0,47.0,52.0,0.32857142857142857,0.31666666666666665,-0.18095238095238095,-0.23333333333333334,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,10.0,-3.0,0.05238095238095239,0.011904761904761918,0
53.0,48.0,38.0,66.0,65.0,50.0,43.0,44.0,49.0,47.0,53.0,34.0,38.0,36.0,68.0,37.0,37.0,39.0,0.38333333333333336,0.37083333333333335,-0.05,0.12916666666666668,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,4.0,28.0,-0.1791666666666667,0.012500000000000011,2
50.0,48.0,36.0,52.0,36.0,52.0,50.0,60.0,47.0,72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,0.35,0.28,0.058333333333333334,-0.30666666666666664,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-30.0,-14.0,0.365,0.06999999999999995,1
64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,47.0,52.0,36.0,36.0,53.0,66.0,60.0,66.0,53.0,0.3611111111111111,0.45,-0.21666666666666667,0.4041666666666667,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,31.0,28.0,-0.6208333333333333,-0.0888888888888889,0
72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,62.0,48.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0,0.28,0.325,-0.30666666666666664,-0.07083333333333333,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,14.0,16.0,-0.2358333333333333,-0.044999999999999984,2
47.0,53.0,34.0,38.0,36.0,68.0,37.0,37.0,39.0,50.0,48.0,36.0,52.0,36.0,52.0,50.0,60.0,47.0,0.37083333333333335,0.35,0.12916666666666668,0.058333333333333334,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-2.0,-14.0,0.07083333333333335,0.02083333333333337,0
38.0,54.0,38.0,53.0,27.0,66.0,57.0,56.0,49.0,54.0,51.0,40.0,67.0,49.0,52.0,44.0,47.0,52.0,0.3625,0.31666666666666665,-0.11666666666666667,-0.23333333333333334,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,-2.0,-14.0,0.11666666666666667,0.04583333333333334,0
54.0,51.0,36.0,52.0,51.0,64.0,47.0,46.0,66.0,37.0,50.0,38.0,66.0,66.0,33.0,59.0,34.0,64.0,0.5708333333333333,0.2904761904761905,0.8541666666666666,-0.2761904761904762,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,-2.0,-14.0,1.1303571428571428,0.2803571428571428,2
62.0,48.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0,64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,0.325,0.3611111111111111,-0.07083333333333333,-0.21666666666666667,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-15.0,-14.0,0.14583333333333334,-0.036111111111111094,2
47.0,52.0,36.0,36.0,53.0,66.0,60.0,66.0,53.0,67.0,55.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0,0.45,0.5166666666666667,0.4041666666666667,0.675,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,-18.0,-20.0,-0.27083333333333337,-0.06666666666666671,1
37.0,50.0,38.0,66.0,66.0,33.0,59.0,34.0,64.0,38.0,54.0,38.0,53.0,27.0,66.0,57.0,56.0,49.0,0.2904761904761905,0.3625,-0.2761904761904762,-0.11666666666666667,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,0.0,13.0,-0.15952380952380954,-0.07202380952380949,0
50.0,48.0,36.0,52.0,36.0,52.0,50.0,60.0,47.0,73.0,69.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0,0.35,0.32857142857142857,0.058333333333333334,-0.18095238095238095,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-14.0,-12.0,0.23928571428571427,0.021428571428571408,2
54.0,51.0,40.0,67.0,49.0,52.0,44.0,47.0,52.0,47.0,53.0,34.0,38.0,36.0,68.0,37.0,37.0,39.0,0.31666666666666665,0.37083333333333335,-0.23333333333333334,0.12916666666666668,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,6.0,29.0,-0.36250000000000004,-0.054166666666666696,1
53.0,48.0,38.0,66.0,65.0,50.0,43.0,44.0,49.0,72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,0.38333333333333336,0.28,-0.05,-0.30666666666666664,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-28.0,0.0,0.25666666666666665,0.10333333333333333,2
67.0,55.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0,62.0,48.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0,0.5166666666666667,0.325,0.675,-0.07083333333333333,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,2.0,6.0,0.7458333333333333,0.1916666666666667,2
64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,50.0,48.0,36.0,52.0,36.0,52.0,50.0,60.0,47.0,0.3611111111111111,0.35,-0.21666666666666667,0.058333333333333334,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,31.0,12.0,-0.275,0.011111111111111127,2
72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,54.0,51.0,40.0,67.0,49.0,52.0,44.0,47.0,52.0,0.28,0.31666666666666665,-0.30666666666666664,-0.23333333333333334,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,26.0,-1.0,-0.0733333333333333,-0.036666666666666625,2
73.0,69.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0,37.0,50.0,38.0,66.0,66.0,33.0,59.0,34.0,64.0,0.32857142857142857,0.2904761904761905,-0.18095238095238095,-0.2761904761904762,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,12.0,-2.0,0.09523809523809526,0.03809523809523807,1
53.0,48.0,38.0,66.0,65.0,50.0,43.0,44.0,49.0,47.0,52.0,36.0,36.0,53.0,66.0,60.0,66.0,53.0,0.38333333333333336,0.45,-0.05,0.4041666666666667,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,2.0,30.0,-0.45416666666666666,-0.06666666666666665,1
47.0,52.0,36.0,36.0,53.0,66.0,60.0,66.0,53.0,64.0,52.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0,0.45,0.3611111111111111,0.4041666666666667,-0.21666666666666667,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-31.0,-28.0,0.6208333333333333,0.0888888888888889,0
62.0,48.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0,72.0,55.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0,0.325,0.28,-0.07083333333333333,-0.30666666666666664,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-14.0,-16.0,0.2358333333333333,0.044999999999999984,2
