home_buildUpPlaySpeed,home_buildUpPlayDribbling,home_buildUpPlayPassing,home_chanceCreationPassing,home_chanceCreationCrossing,home_chanceCreationShooting,home_defencePressure,home_defenceAggression,home_defenceTeamWidth,away_buildUpPlaySpeed,away_buildUpPlayDribbling,away_buildUpPlayPassing,away_chanceCreationPassing,away_chanceCreationCrossing,away_chanceCreationShooting,away_defencePressure,away_defenceAggression,away_defenceTeamWidth,home_win_percentage,away_win_percentage,home_avg_goal_diff,away_avg_goal_diff,home_buildUpPlaySpeedClass_Fast,home_buildUpPlaySpeedClass_Slow,home_buildUpPlayDribblingClass_Lots,home_buildUpPlayDribblingClass_Normal,home_buildUpPlayPassingClass_Mixed,home_buildUpPlayPassingClass_Short,home_buildUpPlayPositioningClass_Organised,home_chanceCreationPassingClass_Risky,home_chanceCreationPassingClass_Safe,home_chanceCreationCrossingClass_Lots,home_chanceCreationCrossingClass_Normal,home_chanceCreationShootingClass_Lots,home_chanceCreationShootingClass_Normal,home_chanceCreationPositioningClass_Organised,home_defencePressureClass_High,home_defencePressureClass_Medium,home_defenceAggressionClass_Double,home_defenceAggressionClass_Press,home_defenceTeamWidthClass_Normal,home_defenceTeamWidthClass_Wide,home_defenceDefenderLineClass_Offside Trap,away_buildUpPlaySpeedClass_Fast,away_buildUpPlaySpeedClass_Slow,away_buildUpPlayDribblingClass_Lots,away_buildUpPlayDribblingClass_Normal,away_buildUpPlayPassingClass_Mixed,away_buildUpPlayPassingClass_Short,away_buildUpPlayPositioningClass_Organised,away_chanceCreationPassingClass_Risky,away_chanceCreationPassingClass_Safe,away_chanceCreationCrossingClass_Lots,away_chanceCreationCrossingClass_Normal,away_chanceCreationShootingClass_Lots,away_chanceCreationShootingClass_Normal,away_chanceCreationPositioningClass_Organised,away_defencePressureClass_High,away_defencePressureClass_Medium,away_defenceAggressionClass_Double,away_defenceAggressionClass_Press,away_defenceTeamWidthClass_Normal,away_defenceTeamWidthClass_Wide,away_defenceDefenderLineClass_Offside Trap,stat_diff,chance_creation_diff,goal_difference,win_percentage_diff,result
50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0,54.0,45.0,62.0,55.0,58.0,60.0,45.0,54.0,52.0,0.5,0.5,0.6284403669724771,0.41037735849056606,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-25.0,-13.0,0.218063008481911,0.0,2
58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0,52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0,0.45754716981132076,0.37264150943396224,0.45754716981132076,-0.11320754716981132,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-2.0,-17.0,0.5707547169811321,0.08490566037735853,2
52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,0.4393939393939394,0.3867924528301887,0.07575757575757576,0.0330188679245283,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,7.0,8.0,0.04273870783304746,0.05260148656375069,2
62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0,0.3490566037735849,0.23333333333333334,0.0330188679245283,-0.5166666666666667,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,2.0,-8.0,0.5496855345911951,0.11572327044025155,1
60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0,52.0,46.0,51.0,60.0,53.0,47.0,53.0,50.0,61.0,0.3021978021978022,0.6415094339622641,-0.35714285714285715,1.1556603773584906,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,2.0,-12.0,-1.5128032345013478,-0.33931163176446194,0
52.0,42.0,40.0,47.0,53.0,50.0,42.0,51.0,52.0,60.0,47.0,53.0,48.0,50.0,48.0,39.0,48.0,49.0,0.37264150943396224,0.3021978021978022,-0.11320754716981132,-0.35714285714285715,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-13.0,-1.0,0.24393530997304583,0.07044370723616006,1
54.0,42.0,51.0,47.0,52.0,32.0,44.0,58.0,37.0,52.0,46.0,50.0,57.0,55.0,32.0,48.0,45.0,53.0,0.36792452830188677,0.2967032967032967,0.12264150943396226,-0.4175824175824176,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,1.0,-10.0,0.5402239270163799,0.07122123159859006,2
50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0,52.0,49.0,54.0,45.0,42.0,53.0,42.0,47.0,44.0,0.23333333333333334,0.4393939393939394,-0.5166666666666667,0.07575757575757576,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-4.0,5.0,-0.5924242424242425,-0.20606060606060606,0
62.0,45.0,52.0,42.0,50.0,62.0,45.0,52.0,52.0,42.0,52.0,45.0,42.0,57.0,47.0,51.0,50.0,57.0,0.3490566037735849,0.5801886792452831,0.0330188679245283,0.8018867924528302,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,7.0,0.0,-0.7688679245283019,-0.23113207547169817,1
42.0,40.0,47.0,37.0,67.0,30.0,46.0,45.0,52.0,58.0,52.0,38.0,30.0,69.0,56.0,36.0,57.0,70.0,0.3867924528301887,0.45754716981132076,0.0330188679245283,0.45754716981132076,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,9.0,7.0,-0.42452830188679247,-0.07075471698113206,2
38.0,45.0,49.0,45.0,42.0,53.0,27.0,32.0,35.0,50.0,55.0,37.0,42.0,66.0,34.0,49.0,54.0,52.0,0.25,0.5,-0.6354166666666666,0.6284403669724771,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,12.0,3.0,-1.2638570336391437,-0.25,1
59.0,51.0,26.0,28.0,55.0,64.0,51.0,44.0,52.0,60.0,29.0,54.0,52.0,46.0,41.0,33.0,41.0,39.0,0.5592105263157895,0.18421052631578946,0.8322368421052632,-1.105263157894737,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-28.0,-24.0,1.9375,0.375,2
61.0,36.0,68.0,67.0,62.0,52.0,36.0,34.0,48.0,45.0,28.0,64.0,55.0,67.0,42.0,40.0,43.0,51.0,0.32456140350877194,0.2565789473684211,-0.2719298245614035,-0.6118421052631579,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,4.0,12.0,0.33991228070175433,0.06798245614035087,0
52.0,34.0,56.0,58.0,41.0,54.0,29.0,28.0,39.0,72.0,39.0,73.0,68.0,71.0,32.0,30.0,34.0,41.0,0.31140350877192985,0.3007518796992481,-0.23684210526315788,-0.21428571428571427,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,-17.0,-10.0,-0.022556390977443608,0.010651629072681745,2
71.0,48.0,32.0,34.0,41.0,61.0,51.0,48.0,62.0,56.0,35.0,51.0,54.0,60.0,48.0,38.0,37.0,46.0,0.4934210526315789,0.21052631578947367,0.6381578947368421,-0.6513157894736842,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-19.0,-20.0,1.2894736842105263,0.28289473684210525,2
46.0,34.0,54.0,49.0,72.0,56.0,42.0,41.0,56.0,41.0,35.0,38.0,41.0,59.0,62.0,58.0,51.0,56.0,0.631578947368421,0.4967105263157895,0.993421052631579,0.40460526315789475,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,16.0,8.0,0.5888157894736843,0.13486842105263153,1
47.0,41.0,40.0,42.0,56.0,51.0,62.0,64.0,44.0,67.0,52.0,38.0,41.0,61.0,68.0,39.0,41.0,46.0,0.39473684210526316,0.5789473684210527,0.23684210526315788,0.9769736842105263,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,2.0,1.0,-0.7401315789473685,-0.1842105263157895,1
48.0,24.0,55.0,51.0,57.0,37.0,38.0,40.0,41.0,61.0,34.0,42.0,39.0,59.0,48.0,52.0,58.0,60.0,0.3223684210526316,0.3980263157894737,-0.2598684210526316,0.27631578947368424,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,13.0,12.0,-0.5361842105263158,-0.07565789473684209,0
60.0,33.0,61.0,56.0,44.0,58.0,41.0,38.0,53.0,66.0,32.0,72.0,63.0,48.0,56.0,39.0,42.0,52.0,0.2565789473684211,0.28289473684210525,-0.35526315789473684,-0.41776315789473684,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-11.0,-7.0,0.0625,-0.02631578947368418,1
63.0,34.0,34.0,34.0,51.0,36.0,51.0,58.0,54.0,59.0,35.0,29.0,32.0,49.0,62.0,42.0,44.0,54.0,0.3263157894736842,0.5756578947368421,-0.12631578947368421,0.9835526315789473,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,5.0,2.0,-1.1098684210526315,-0.24934210526315792,1
55.0,34.0,51.0,53.0,53.0,57.0,41.0,40.0,49.0,54.0,33.0,47.0,47.0,51.0,39.0,56.0,54.0,51.0,0.2819548872180451,0.3082706766917293,-0.37593984962406013,-0.3684210526315789,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,4.0,6.0,-0.007518796992481203,-0.02631578947368418,2
66.0,32.0,72.0,63.0,48.0,56.0,39.0,42.0,52.0,59.0,51.0,26.0,28.0,55.0,64.0,51.0,44.0,52.0,0.28289473684210525,0.5592105263157895,-0.41776315789473684,0.8322368421052632,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,46.0,35.0,-1.25,-0.27631578947368424,1
60.0,29.0,54.0,52.0,46.0,41.0,33.0,41.0,39.0,72.0,39.0,73.0,68.0,71.0,32.0,30.0,34.0,41.0,0.18421052631578946,0.3007518796992481,-1.105263157894737,-0.21428571428571427,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,-19.0,-16.0,-0.8909774436090226,-0.11654135338345864,1
61.0,34.0,42.0,39.0,59.0,48.0,52.0,58.0,60.0,45.0,28.0,64.0,55.0,67.0,42.0,40.0,43.0,51.0,0.3980263157894737,0.2565789473684211,0.27631578947368424,-0.6118421052631579,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,-22.0,-16.0,0.888157894736842,0.1414473684210526,2
52.0,34.0,56.0,58.0,41.0,54.0,29.0,28.0,39.0,60.0,33.0,61.0,56.0,44.0,58.0,41.0,38.0,53.0,0.31140350877192985,0.2565789473684211,-0.23684210526315788,-0.35526315789473684,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-5.0,2.0,0.11842105263157895,0.054824561403508776,1
56.0,35.0,51.0,54.0,60.0,48.0,38.0,37.0,46.0,67.0,52.0,38.0,41.0,61.0,68.0,39.0,41.0,46.0,0.21052631578947367,0.5789473684210527,-0.6513157894736842,0.9769736842105263,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,13.0,13.0,-1.6282894736842106,-0.368421052631579,1
46.0,34.0,54.0,49.0,72.0,56.0,42.0,41.0,56.0,63.0,34.0,34.0,34.0,51.0,36.0,51.0,58.0,54.0,0.631578947368421,0.3263157894736842,0.993421052631579,-0.12631578947368421,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,20.0,15.0,1.1197368421052631,0.3052631578947368,2
54.0,33.0,47.0,47.0,51.0,39.0,56.0,54.0,51.0,59.0,35.0,29.0,32.0,49.0,62.0,42.0,44.0,54.0,0.3082706766917293,0.5756578947368421,-0.3684210526315789,0.9835526315789473,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,18.0,15.0,-1.3519736842105263,-0.26738721804511284,1
47.0,41.0,40.0,42.0,56.0,51.0,62.0,64.0,44.0,55.0,34.0,51.0,53.0,53.0,57.0,41.0,40.0,49.0,0.39473684210526316,0.2819548872180451,0.23684210526315788,-0.37593984962406013,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-11.0,-11.0,0.612781954887218,0.11278195488721804,2
48.0,24.0,55.0,51.0,57.0,37.0,38.0,40.0,41.0,71.0,48.0,32.0,34.0,41.0,61.0,51.0,48.0,62.0,0.3223684210526316,0.4934210526315789,-0.2598684210526316,0.6381578947368421,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,23.0,17.0,-0.8980263157894737,-0.17105263157894735,1
41.0,35.0,38.0,41.0,59.0,62.0,58.0,51.0,56.0,61.0,36.0,68.0,67.0,62.0,52.0,36.0,34.0,48.0,0.4967105263157895,0.32456140350877194,0.40460526315789475,-0.2719298245614035,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,-30.0,-26.0,0.6765350877192983,0.17214912280701755,2
59.0,51.0,26.0,28.0,55.0,64.0,51.0,44.0,52.0,52.0,34.0,56.0,58.0,41.0,54.0,29.0,28.0,39.0,0.5592105263157895,0.31140350877192985,0.8322368421052632,-0.23684210526315788,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,-30.0,-30.0,1.069078947368421,0.24780701754385964,2
67.0,52.0,38.0,41.0,61.0,68.0,39.0,41.0,46.0,46.0,34.0,54.0,49.0,72.0,56.0,42.0,41.0,56.0,0.5789473684210527,0.631578947368421,0.9769736842105263,0.993421052631579,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,-16.0,-8.0,-0.016447368421052655,-0.05263157894736836,2
61.0,36.0,68.0,67.0,62.0,52.0,36.0,34.0,48.0,48.0,24.0,55.0,51.0,57.0,37.0,38.0,40.0,41.0,0.32456140350877194,0.3223684210526316,-0.2719298245614035,-0.2598684210526316,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,13.0,16.0,-0.01206140350877194,0.0021929824561403577,2
71.0,48.0,32.0,34.0,41.0,61.0,51.0,48.0,62.0,66.0,32.0,72.0,63.0,48.0,56.0,39.0,42.0,52.0,0.4934210526315789,0.28289473684210525,0.6381578947368421,-0.41776315789473684,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-40.0,-29.0,1.055921052631579,0.21052631578947367,0
59.0,35.0,29.0,32.0,49.0,62.0,42.0,44.0,54.0,60.0,29.0,54.0,52.0,46.0,41.0,33.0,41.0,39.0,0.5756578947368421,0.18421052631578946,0.9835526315789473,-1.105263157894737,False,False,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,-25.0,-20.0,2.088815789473684,0.39144736842105265,2
45.0,28.0,64.0,55.0,67.0,42.0,40.0,43.0,51.0,56.0,35.0,51.0,54.0,60.0,48.0,38.0,37.0,46.0,0.2565789473684211,0.21052631578947367,-0.6118421052631579,-0.6513157894736842,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,13.0,1.0,0.03947368421052633,0.0460526315789474,2
60.0,33.0,61.0,56.0,44.0,58.0,41.0,38.0,53.0,47.0,41.0,40.0,42.0,56.0,51.0,62.0,64.0,44.0,0.2565789473684211,0.39473684210526316,-0.35526315789473684,0.23684210526315788,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,21.0,14.0,-0.5921052631578947,-0.1381578947368421,0
63.0,34.0,34.0,34.0,51.0,36.0,51.0,58.0,54.0,41.0,35.0,38.0,41.0,59.0,62.0,58.0,51.0,56.0,0.3263157894736842,0.4967105263157895,-0.12631578947368421,0.40460526315789475,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-4.0,-7.0,-0.530921052631579,-0.17039473684210527,1
55.0,34.0,51.0,53.0,53.0,57.0,41.0,40.0,49.0,61.0,34.0,42.0,39.0,59.0,48.0,52.0,58.0,60.0,0.2819548872180451,0.3980263157894737,-0.37593984962406013,0.27631578947368424,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,9.0,14.0,-0.6522556390977443,-0.11607142857142855,0
72.0,39.0,73.0,68.0,71.0,32.0,30.0,34.0,41.0,54.0,33.0,47.0,47.0,51.0,39.0,56.0,54.0,51.0,0.3007518796992481,0.3082706766917293,-0.21428571428571427,-0.3684210526315789,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,26.0,21.0,0.15413533834586465,-0.007518796992481203,1
66.0,32.0,72.0,63.0,48.0,56.0,39.0,42.0,52.0,55.0,34.0,51.0,53.0,53.0,57.0,41.0,40.0,49.0,0.28289473684210525,0.2819548872180451,-0.41776315789473684,-0.37593984962406013,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,21.0,10.0,-0.04182330827067671,0.0009398496240601295,2
61.0,36.0,68.0,67.0,62.0,52.0,36.0,34.0,48.0,56.0,35.0,51.0,54.0,60.0,48.0,38.0,37.0,46.0,0.32456140350877194,0.21052631578947367,-0.2719298245614035,-0.6513157894736842,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,17.0,13.0,0.37938596491228066,0.11403508771929827,2
71.0,48.0,32.0,34.0,41.0,61.0,51.0,48.0,62.0,61.0,34.0,42.0,39.0,59.0,48.0,52.0,58.0,60.0,0.4934210526315789,0.3980263157894737,0.6381578947368421,0.27631578947368424,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-10.0,-5.0,0.3618421052631579,0.09539473684210525,2
46.0,34.0,54.0,49.0,72.0,56.0,42.0,41.0,56.0,60.0,29.0,54.0,52.0,46.0,41.0,33.0,41.0,39.0,0.631578947368421,0.18421052631578946,0.993421052631579,-1.105263157894737,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,0.0,-3.0,2.098684210526316,0.4473684210526315,2
45.0,28.0,64.0,55.0,67.0,42.0,40.0,43.0,51.0,54.0,33.0,47.0,47.0,51.0,39.0,56.0,54.0,51.0,0.2565789473684211,0.3082706766917293,-0.6118421052631579,-0.3684210526315789,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,17.0,8.0,-0.24342105263157893,-0.05169172932330823,0
47.0,41.0,40.0,42.0,56.0,51.0,62.0,64.0,44.0,59.0,51.0,26.0,28.0,55.0,64.0,51.0,44.0,52.0,0.39473684210526316,0.5592105263157895,0.23684210526315788,0.8322368421052632,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,14.0,14.0,-0.5953947368421053,-0.16447368421052633,0
60.0,33.0,61.0,56.0,44.0,58.0,41.0,38.0,53.0,48.0,24.0,55.0,51.0,57.0,37.0,38.0,40.0,41.0,0.2565789473684211,0.3223684210526316,-0.35526315789473684,-0.2598684210526316,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,6.0,5.0,-0.09539473684210525,-0.06578947368421051,2
63.0,34.0,34.0,34.0,51.0,36.0,51.0,58.0,54.0,52.0,34.0,56.0,58.0,41.0,54.0,29.0,28.0,39.0,0.3263157894736842,0.31140350877192985,-0.12631578947368421,-0.23684210526315788,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,-22.0,-24.0,0.11052631578947367,0.014912280701754377,2
67.0,52.0,38.0,41.0,61.0,68.0,39.0,41.0,46.0,72.0,39.0,73.0,68.0,71.0,32.0,30.0,34.0,41.0,0.5789473684210527,0.3007518796992481,0.9769736842105263,-0.21428571428571427,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,-35.0,-27.0,1.1912593984962405,0.27819548872180455,0
41.0,35.0,38.0,41.0,59.0,62.0,58.0,51.0,56.0,59.0,35.0,29.0,32.0,49.0,62.0,42.0,44.0,54.0,0.4967105263157895,0.5756578947368421,0.40460526315789475,0.9835526315789473,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,9.0,9.0,-0.5789473684210527,-0.07894736842105265,1
59.0,51.0,26.0,28.0,55.0,64.0,51.0,44.0,52.0,61.0,36.0,68.0,67.0,62.0,52.0,36.0,34.0,48.0,0.5592105263157895,0.32456140350877194,0.8322368421052632,-0.2719298245614035,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,-42.0,-39.0,1.1041666666666667,0.23464912280701755,2
60.0,29.0,54.0,52.0,46.0,41.0,33.0,41.0,39.0,45.0,28.0,64.0,55.0,67.0,42.0,40.0,43.0,51.0,0.18421052631578946,0.2565789473684211,-1.105263157894737,-0.6118421052631579,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,-10.0,-3.0,-0.4934210526315791,-0.07236842105263161,2
61.0,34.0,42.0,39.0,59.0,48.0,52.0,58.0,60.0,66.0,32.0,72.0,63.0,48.0,56.0,39.0,42.0,52.0,0.3980263157894737,0.28289473684210525,0.27631578947368424,-0.41776315789473684,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-30.0,-24.0,0.694078947368421,0.11513157894736842,2
52.0,34.0,56.0,58.0,41.0,54.0,29.0,28.0,39.0,47.0,41.0,40.0,42.0,56.0,51.0,62.0,64.0,44.0,0.31140350877192985,0.39473684210526316,-0.23684210526315788,0.23684210526315788,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,16.0,16.0,-0.47368421052631576,-0.08333333333333331,1
56.0,35.0,51.0,54.0,60.0,48.0,38.0,37.0,46.0,41.0,35.0,38.0,41.0,59.0,62.0,58.0,51.0,56.0,0.21052631578947367,0.4967105263157895,-0.6513157894736842,0.40460526315789475,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,13.0,13.0,-1.055921052631579,-0.2861842105263158,0
59.0,35.0,29.0,32.0,49.0,62.0,42.0,44.0,54.0,67.0,52.0,38.0,41.0,61.0,68.0,39.0,41.0,46.0,0.5756578947368421,0.5789473684210527,0.9835526315789473,0.9769736842105263,False,False,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,-9.0,-9.0,0.006578947368421018,-0.003289473684210509,1
54.0,33.0,47.0,47.0,51.0,39.0,56.0,54.0,51.0,60.0,33.0,61.0,56.0,44.0,58.0,41.0,38.0,53.0,0.3082706766917293,0.2565789473684211,-0.3684210526315789,-0.35526315789473684,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,-14.0,-9.0,-0.01315789473684209,0.05169172932330823,1
